our_id,our_name,our_price,our_capacite,our_size,taiba_id,taiba_name,taiba_price,taiba_size,name_score,coverage,fuzzy,size_match,confidence,flag,image_url,image_transparent,action,old_image,new_image,error
6a7b92cd0d97848094f62c0a,طماطم افريل 800 غ,"300,00",,800g,5981, Avril Tomate Double Concentrée 28% 800 G,31000,800g,1.0,1.0,0.227,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2023/12/avril-800g.jpg?fit=800%2C800&ssl=1,False,WOULD_APPLY,https://api.delivap.com/uploads/1786563748122-64da19fd-3b33-4312-9588-3beaf2b20c87.webp,,
6a7b92cd0d97848094f62c0b,طماطم سيم 28 %  800 غ,"280,00",,800g,5981, Avril Tomate Double Concentrée 28% 800 G,31000,800g,0.75,0.75,0.221,True,HIGH,DUP_SOURCE,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2023/12/avril-800g.jpg?fit=800%2C800&ssl=1,False,WOULD_REVIEW,https://api.delivap.com/uploads/1786563745534-c9ac1980-fbb1-4a4c-b3bb-8053c84f9214.webp,,
6a7b92cd0d97848094f62c0c,سكر 1 كغ,"95,00",,1kg,7977,Sucre Roux Cristallisé 1 kg,17000,1kg,1.0,1.0,0.186,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/01/Remove-bg.ai_1749547713291.png?fit=600%2C735&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563741640-7dd081e0-b9c7-4951-9e54-4bfd4fea10c5.webp,,
6a7b92cd0d97848094f62c0f,زيت اليو 1 لتر,"125,00",,1L,6255,حليب أوبي 1 لتر,12500,1L,0.667,0.0,0.667,True,HIGH,COMMON_ONLY+DUP_SOURCE,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2023/12/leche-obei-1l-1.jpg?fit=800%2C800&ssl=1,False,WOULD_REVIEW,,,
6a7b92cd0d97848094f62c10,ملح 1 كغ,"40,00",,1kg,36489,Salis Sel De Cuisine Iodé 1KG,4000,1kg,1.0,1.0,0.163,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/03/Remove-bg.ai_1710929572730.png?fit=1200%2C674&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563738883-6506eb0f-5f86-4de4-b7e8-09db7b171546.webp,,
6a7b92cd0d97848094f62c17,حمص ويدو 580 غ,"210,00",,580g,37785,Wedo Petits Pois 580G,14500,580g,0.667,0.667,0.278,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/04/Remove-bg.ai_1713170629893.webp?fit=1280%2C719&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62c1b,فطر فيتر كامل 380 غ,"300,00",,380g,18465,Extra Champignons De Paris Entiers 380 G,39000,380g,0.75,0.75,0.242,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707628871600.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563736340-f5d5210d-0401-4bdc-bcad-ebc5a1970d87.webp,,
6a7b92cd0d97848094f62c29,ارز بسمتس الوسام 500 غ,"220,00",,500g,40657,El Wissam Riz Sella Basmati Indien Golden 500 G,20500,500g,0.667,0.667,0.176,True,HIGH,DUP_SOURCE,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/10/Remove-bg.ai_1729347109182.png?fit=1094%2C879&ssl=1,True,WOULD_REVIEW,https://api.delivap.com/uploads/1786563734033-a9b1d844-30a6-4766-9aed-ecf8642079f8.webp,,
6a7b92cd0d97848094f62c2c,محمصة عمر بن عمر 500 غ,"70,00",,500g,41197,Amor Benamor Plombs 500 G,9000,500g,1.0,1.0,0.34,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/11/Remove-bg.ai_1731840491320.png?fit=600%2C600&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563731845-fce8dc23-50ed-4031-866c-a8aba77ba6bf.webp,,
6a7b92cd0d97848094f62c2e,ماقرون عمر بن عمر 500 غ,"70,00",,500g,41197,Amor Benamor Plombs 500 G,9000,500g,0.667,0.667,0.337,True,HIGH,DUP_SOURCE,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/11/Remove-bg.ai_1731840491320.png?fit=600%2C600&ssl=1,True,WOULD_REVIEW,https://api.delivap.com/uploads/1786563727817-3865a177-4b64-4ad9-a73e-135f58b62dd6.webp,,
6a7b92cd0d97848094f62c49,طعام ماما رقيق 1 كغ,"180,00",,1kg,59553,Mama Semoule Fine 1 KG,11000,1kg,0.667,0.667,0.341,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2025/12/Semoule-Fine-Mama-1kg-.webp?fit=1080%2C1080&ssl=1,False,WOULD_APPLY,https://api.delivap.com/uploads/1786563724342-584f234a-75d1-4105-a59f-102ae2817913.webp,,
6a7b92cd0d97848094f62c4a,شخشوخة سنوبر 900 غ,"140,00",,900g,8781,El sanoubar Chakhchoukha 900 G,11500,900g,0.667,0.667,0.231,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/01/Remove-bg.ai_1706003199898.png?fit=800%2C800&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62c4b,ارز بسمتي روعة 500 غ,"180,00",,500g,40657,El Wissam Riz Sella Basmati Indien Golden 500 G,20500,500g,0.667,0.667,0.217,True,HIGH,DUP_SOURCE,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/10/Remove-bg.ai_1729347109182.png?fit=1094%2C879&ssl=1,True,WOULD_REVIEW,https://api.delivap.com/uploads/1786563722322-a7176572-a51c-403f-a587-139cf075826c.webp,,
6a7b92cd0d97848094f62c4c,ارز بسمتي ذهبي 500 غ,"160,00",,500g,40657,El Wissam Riz Sella Basmati Indien Golden 500 G,20500,500g,1.0,1.0,0.255,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/10/Remove-bg.ai_1729347109182.png?fit=1094%2C879&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563719977-91edaa2e-ceff-4df0-8f8c-f101219e9c6a.webp,,
6a7b92cd0d97848094f62c4d,محمصة ماما 500 غ,"90,00",,500g,46687,Mama Plomb 500G,9000,500g,1.0,1.0,0.31,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2025/06/Remove-bg.ai_1751143880237.png?fit=400%2C400&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563715645-73c0e35c-d326-4da1-8532-b73cd82fa405.webp,,
6a7b92cd0d97848094f62c4f,محمصة سيم 500 غ,"60,00",,500g,8517,Sim Plomb 500 G,6000,500g,1.0,1.0,0.333,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/01/SnapBG.ai_1786009562478.png?fit=480%2C480&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563713353-f1caeded-0ab5-401b-9417-c23fd516eaad.webp,,
6a7b92cd0d97848094f62c5b,ارز مفور روعة 500 غ,"80,00",,500g,37928,SOS Parboiled Long Grain 500 G,12500,500g,0.667,0.667,0.291,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/04/Remove-bg.ai_1713775800447.png?fit=1280%2C719&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563696918-a4c8f8cd-677a-4312-8c95-f5ac45dece75.webp,,
6a7b92cd0d97848094f62c5a,ارز بسمتي كريمي 1 كغ,"230,00",,1kg,40650,Wissam Rice Basmati Brown 1KG,37500,1kg,0.667,0.667,0.294,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/10/Remove-bg.ai_1729612411005.png?fit=720%2C720&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563699235-4d2ccdb6-0edc-4a30-9c16-848572b6913e.webp,,
6a7b92cd0d97848094f62c5b,ارز مفور روعة 1 كغ,"160,00",,1kg,37941, Shazia Premium Indian Basmati Rice 1 KG,35000,1kg,0.667,0.667,0.207,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/04/Remove-bg.ai_1749550622480.png?fit=1280%2C1280&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563696918-a4c8f8cd-677a-4312-8c95-f5ac45dece75.webp,,
6a7b92cd0d97848094f62c67,سميد مولى رقيق 1 كغ,"120,00",,1kg,59553,Mama Semoule Fine 1 KG,11000,1kg,0.667,0.667,0.318,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2025/12/Semoule-Fine-Mama-1kg-.webp?fit=1080%2C1080&ssl=1,False,WOULD_APPLY,https://api.delivap.com/uploads/1786563695256-cf25b1f3-f7aa-4ae7-a113-4c689428cdb0.webp,,
6a7b92cd0d97848094f62e55,فرينة سفينة 1كغ,"80,00",,1kg,17460,Safina Farine 1KG,8500,1kg,1.0,1.0,0.286,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707430867706.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563576873-05e9060b-3689-4bd9-93f1-f598d8debf5f.webp,,
6a7b92cd0d97848094f62c69,سميد سفينة رقيق 1 كغ,"110,00",,1kg,59553,Mama Semoule Fine 1 KG,11000,1kg,0.667,0.667,0.315,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2025/12/Semoule-Fine-Mama-1kg-.webp?fit=1080%2C1080&ssl=1,False,WOULD_APPLY,https://api.delivap.com/uploads/1786563690881-c985b6fd-0926-4c94-b1c9-de37299e07f5.webp,,
6a7b92cd0d97848094f62c6a,سميد ماما رقيق 2 كغ,"250,00",,2kg,37655,Mama Semoule Fine 2 KG,21500,2kg,1.0,1.0,0.341,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/04/487077447_1162265022362754_2029519563942110991_n-removebg-preview-1.webp?fit=1080%2C1073&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563688819-d71f6536-2112-4b32-9dce-152c16d6846b.webp,,
6a7b92cd0d97848094f62c6b,سميد ماما خشن 2 كغ,"250,00",,2kg,37664,Mama Semoule Gros 2KG,21500,2kg,1.0,1.0,0.313,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/04/Remove-bg.ai_1750260767194.png?fit=800%2C800&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563687157-f82f8420-47f7-4d69-a96b-ce0e7ed176be.webp,,
6a7b92cd0d97848094f62c76,شيكولة اوبتيلا 350 غ,"240,00",,350g,16319,Optilla Pate A Tartiner Aux Noisettes 350 G,24000,350g,0.667,0.667,0.181,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1755507654328.webp?fit=768%2C950&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62c76,شيكولة اوبتيلا 700 غ,"440,00",,700g,16313,Optilla Pate A Tartiner Aux Noisettes 700 G,43000,700g,0.667,0.667,0.181,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1755507592648.webp?fit=768%2C866&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62c87,كنافة محمصة 250غ,"200,00",,250g,18039,Hani kunafa grillée 250g,18000,250g,0.667,0.667,0.258,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707430801308.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62cff,منظف زجاج بريلكس 750مل,"160,00",,750ml,27644,Brilex Lave Viter 750 ML,14000,750ml,0.667,0.667,0.28,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1751022322366.png?fit=675%2C1195&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62d20,صانيبو امير عادي1ل,"120,00",,1L,36692,Amir SaniBon Senteur Lavande 1L,12500,1L,0.667,0.667,0.179,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/03/amir-sanibon-lavande-1L-2.png?fit=563%2C563&ssl=1,False,WOULD_APPLY,,,
6a7b92cd0d97848094f62dd0,صانيبو بريلكس 1ل,"110,00",,1L,36892, SaniBon Brilex Marine 1L,12000,1L,0.667,0.667,0.32,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/03/Remove-bg.ai_1751016967500.png?fit=1280%2C1280&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62d2b,مايونيز فلوريال بلاستيك 200غ,"160,00",,200g,18407,Fleurial Mayonnaise Aux Oeufs Frais 200 G,15500,200g,0.75,0.75,0.227,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707627624361.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563681579-5a04147f-8909-4c9a-aa40-10688a58d0ba.webp,,
6a7b92cd0d97848094f62d2c,مايونيز زجاج فلوريال 200غ,"160,00",,200g,18407,Fleurial Mayonnaise Aux Oeufs Frais 200 G,15500,200g,0.75,0.75,0.19,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707627624361.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563679043-c3289535-69eb-4396-a485-9b9fd18b8e2a.webp,,
6a7b92cd0d97848094f62d37,مرغرين صول 250غ,"110,00",,250g,19031,MARGARINE SOL 250G,9500,250g,0.667,0.667,0.324,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Sol-Margarines-250G.jpg?fit=600%2C600&ssl=1,False,WOULD_APPLY,,,
6a7b92cd0d97848094f62d39,مرغرين ديما 250غ,"110,00",,250g,19021,Dima Margarine 250 G ,9500,250g,0.667,0.667,0.268,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Capture-decran-2024-02-13-a-23.21.01.png?fit=677%2C611&ssl=1,False,WOULD_APPLY,,,
6a7b92cd0d97848094f62d3b,فرينة سيم 1كغ,"90,00",,1kg,17515,SIM Farine 1KG,9500,1kg,1.0,1.0,0.3,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707431087672.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563672054-9236dd3e-2e1c-49e3-abc9-b841ce1da6f8.webp,,
6a7b92cd0d97848094f62d3c,سميد ماما 1كغ,"130,00",,1kg,17529,Galb Elhaba Semoule 1 KG,12000,1kg,0.667,0.667,0.188,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707430664799.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563669078-af9dabe7-4008-48a1-b0de-8325d496739b.webp,,
6a7b92cd0d97848094f62d3d,سميد مولا 1كغ,"130,00",,1kg,17529,Galb Elhaba Semoule 1 KG,12000,1kg,0.667,0.667,0.188,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707430664799.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62d3f,كريم شونتي 200غ,"200,00",,200g,33894,Double Mix Gaufrettes Double Créme Vanille Et Noisette 200G,11500,200g,0.667,0.667,0.14,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/03/Remove-bg.ai_1709841832085.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62d45,عسل 500غ,"110,00",,500g,16643,Buram natural honey 500g,160000,500g,1.0,1.0,0.195,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707280041200.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563663852-cf35c8aa-4eac-4c05-8d27-bfb82bf18d75.webp,,
6a7b92cd0d97848094f62d46,حمص مرحي التناج 400غ,"140,00",,400g,18740,Altadj pois chiche moulu 400g,21000,400g,0.75,0.75,0.255,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707629890491.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563659269-34aaac0b-98c0-4d26-834d-4d756a50418a.webp,,
6a7b92cd0d97848094f62d47,سكر قلاصي 700غ,"135,00",,700g,17977,Elmordjene sucre glace extra fin 700g,13000,700g,0.667,0.667,0.177,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707424679547.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62d5e,مرغرين فلوريال 250غ,"100,00",,250g,19037,MARGARINE FLEURIAL 250G,12000,250g,0.667,0.667,0.413,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/20230209_113828-removebg-preview.png?fit=581%2C351&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563655300-f450d66a-8766-4d8f-b11d-23dcb48844ea.webp,,
6a7b92cd0d97848094f62d5f,زبدة ستار 200غ,"160,00",,200g,18996,Star Beurre 200 G,18000,200g,0.667,0.667,0.257,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1753869376192.webp?fit=1073%2C1020&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563650859-64f75986-25dc-497a-8f9d-8ffb7f777499.webp,,
6a7b92cd0d97848094f62d82,قازوز حمود 2ل,"140,00",,2L,30943,Eau Gazeuse Selecto _ 2L,14000,2L,1.0,1.0,0.241,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Removal-503.png?fit=800%2C800&ssl=1,False,WOULD_APPLY,https://api.delivap.com/uploads/1786563631705-4143a5e2-a018-44af-aa70-45ff653e97f7.webp,,
6a7b92cd0d97848094f62d84,قازوز حمود سليم 1ل,"90,00",,1L,31339,Eau Gazeuse Slim Litchi _ 1L,9000,1L,0.667,0.667,0.234,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Removal-509.png?fit=800%2C800&ssl=1,False,WOULD_APPLY,https://api.delivap.com/uploads/1786563625337-3732233e-ab94-429a-aef2-74dc6d8395de.webp,,
6a7b92cd0d97848094f62e96,حليب كانديا 1ل,"140,00",,1L,6255,حليب أوبي 1 لتر,12500,1L,0.667,0.0,0.667,True,HIGH,COMMON_ONLY+DUP_SOURCE,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2023/12/leche-obei-1l-1.jpg?fit=800%2C800&ssl=1,False,WOULD_REVIEW,https://api.delivap.com/uploads/1786563553380-a81a7700-5386-4781-b44b-eb82d4b54096.webp,,
6a7b92cd0d97848094f62da5,حليب صومام 1ل,"140,00",,1L,27772,Dorilfor degraissant for active 1l,18000,1L,1.0,1.0,0.127,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1708289306686.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563599502-cda9721a-66a8-4ef2-93b0-fc903699e99b.webp,,
6a7b92cd0d97848094f62da5,حليب صومام 0.5ل,"80,00",,500ml,36982,Guedila Fardeau de 12 bouteilles d&#8217;eau minérale 0.5L,24000,500ml,1.0,1.0,0.072,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/03/Remove-bg.ai_1711278975183.png?fit=1200%2C673&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563599502-cda9721a-66a8-4ef2-93b0-fc903699e99b.webp,,
6a7b92cd0d97848094f62db3,شاربات صومام 1ل,"120,00",,1L,34937,Dozili Benna Charbat Gout Grenadine 1L,7000,1L,1.0,1.0,0.203,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/03/Remove-bg.ai_1710097938842.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563594719-3a63a5f2-806c-4468-959c-d7f74f2ac17f.webp,,
6a7b92cd0d97848094f62db4,بريلكس مزيل الدهون 950مل,"340,00",,950ml,27738,Brilex Degraissant Professionnel 950 ML,29500,950ml,1.0,1.0,0.364,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1751021912827.png?fit=844%2C844&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62db5,فورس اكسبرس 950مل,"350,00",,950ml,27760, Force Xpress Degraissant Professionnel 950 ML,33000,950ml,1.0,1.0,0.236,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1751034886010.png?fit=341%2C511&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62dbc,مبيد الحشرات ستوب 300مل,"190,00",,300ml,29729,Forcexpress anti cafards 300ml,30000,300ml,0.75,0.75,0.299,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1708473537618.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62df6,مومنت شوكولاطة 90غ,"230,00",,90g,35710,MOMENT Chocolat Noir 90 g,18000,90g,0.667,0.667,0.261,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/03/Remove-bg.ai_1710540561939.png?fit=768%2C768&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563591967-cef9bb46-4f68-4fcc-bb19-b3a1819480b4.webp,,
6a7b92cd0d97848094f62e0d,معطر الجو فورس اكسبرس 430مل,"300,00",,430ml,28632,Forcexpress désodorise mesk elil 430ml,28000,430ml,1.0,1.0,0.26,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1708472204855.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,,,
6a7b92cd0d97848094f62e4c,فانتا 2ل,"140,00",,2L,33056,Eau Gazeuse Fanta Orange 2L,14000,2L,1.0,1.0,0.178,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/03/boisson-orange.jpg?fit=800%2C800&ssl=1,False,WOULD_APPLY,https://api.delivap.com/uploads/1786563583864-47f1f899-66db-4f88-871c-0f82689f7725.webp,,
6a7b92cd0d97848094f62e53,شاي الراقي 125غ,"170,00",,125g,18879,E&#8217;RAKI THÉ VERT DE CHINE 125g,18500,125g,0.667,0.667,0.206,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707766538883.png?fit=1200%2C899&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563581318-151c236a-51c6-4d30-b91a-4286c286c01e.webp,,
6a7b92cd0d97848094f62e55,فرينة سفينة 5كغ,"350,00",,5kg,26325,Safina Farine 5 KG,36000,5kg,0.667,0.667,0.274,True,HIGH,,https://i0.wp.com/www.taibaoline.com/wp-content/uploads/2024/02/Remove-bg.ai_1707631453260.png?fit=675%2C1198&ssl=1,True,WOULD_APPLY,https://api.delivap.com/uploads/1786563576873-05e9060b-3689-4bd9-93f1-f598d8debf5f.webp,,
